name
943 - NUTRI PACK 1200 x 1000 (22 hoog) (HOUTENKLOS 17 mm)
718 - ARCELOR MITTAL 1200 x 1000 (20 HOOG)
700 - CP 1 HT ISPM 15 ABBEVILLE (21 HOOG)
2 - CP1 SPAANKLOS HT ISPM 15 (20 Hoog)
1373 - COMPO 1100 x 950
1073 - CECA 1140 x 1140 HT ISPM 15 WINDDROOG (22 hoog)
1235 - A&R 1200 x 1000 HT/KD ISPM 15 (19 Hoog EKA)
1010 - HOLLIDAY 1200 x 1000 HT/KD HOUTENKLOSSEN (17 hoog gestrapt)
867 - BROOM 120 x 1000 SPAANKLOS ispm15 HT/KD 18 hoog
1340 - Sidaplax DIN PALLET 1200 x 1000 KD HTKLOS 18 hoog
1191 - UNIVAR 1160 x 1160 HT/KD 22 hoog
528 - HUBER 1100 x 1100 HT/KD ISPM 15 20 hoog
1230 - Aubvoye 1140 x 1140 HT ISPM 15 (18 hoog)
348 - ARTECO 1200 x 1200 HT ISPM 15 (code 010) 21 HOOG
699 - BROOM 116 x 116 HT/KD (18 hoog)
1404 - NORDPAL 1200 x 1000 DIN (18 hoog)
478 - VYNCOLITE 1200 x 1000 KD/HT STEMPEL VY GROEN PLANKEN 20 HOOG
1009 - HOLLIDAY 1140 x 1140 HT/KD (17 hoog gestrapt)
846 - CP2 HT/KD ISPM 15 KD (20 hoog)
1023 - VLS1200 x 1200 HT ISPM 15 JV (18 hoog)
219 - BARRY CALLEBAUT (5085) 1140 x 1140 ISPM 15 KD/HT 14 HOOG GESTRAPT (AFGESCHUINDE HOEKEN
188 - IMERYS 1100 x 1100 ISPM15 HT 22 HOOG
976 - VLONDER KTN 1140 x 1140 HT/Kd ISPM 15 (35 hoog)
186 - CP1 KD/HT ISPM 15 (20 Hoog)
413 - RF-TECHNO 1200 x 840 23 HOOG
345 - Fuchs 1200 x 1200 19 hoog
1384 - Sical 1200 x 1000 (20hoog)
1386 - Sical 1200 x 1200 (20 hoog)
1129 - NUTRILAC 1200 x 1100 HT ISPM 15 (21 hoog)
1219 - CITRIQUE 1140 x 1140 HT/KD ISPM 15 (Pepsi 18 hoog)
1124 - PEMA 1140 x 800 KD/HT Type IJsland 800 (21 hoog)
1141 - CITRIQUE DIN 1200 x 1000 HT/KD ISPM 15 (19 Hoog)
379 - RF-TECHNO 1400 x 845 22 HOOG
891 - BARRY CALLEBAUT 1220 x 1015 HT/KD ISPM 15 (22 hoog)
380 - RF-TECHNO 1700 x 845 22 HOOG
192 - EURO PALLET GEBRUIKT
1234 - ARTOIS SFK 1400 x 1000 Cape 5 (20 hoog)
1233 - ARTOIS SFK 1200 x 1200 (21 hoog)
814 - RF-TECHNO 1700 x 845 HT ISPM 15 22 HOOG
1302 - RF-TECHNO 1200 x 800 HT ISPM 15 23 HOOG
316 - ALPHA / ARTIMPEX 820 x 620 HT ISPM 15
1406 - DDB 1485 x 1200 Licht (22 hoog)
24 - EASTMAN VATEN 1145 x 1145 HT/KD ISPM 15 (21 hoog)
1148 - Fuchs Oils (81912) 1160 x 1140 (22 Hoog)
1341 - SADACI 1000 x 1000 HT 22 hoog
1291 - XELLA 1000 x 900 (22 hoog)
1405 - ARTECO 1200 x 1000 HT ISPM 15 (20 hoog)
1344 - ARTOIS PC 1200 x 1000 (22 hoog) met stempel
736 - BARRY CALLEBAUT (9508) 1120 x 800 ISPM 15 HT/KD 14 HOOG GESTRAPT (AFGESCHUINDE HOEKEN)
5 - CP3 HOUTEN KLOS HT ISPM 15 (20 hoog)
450 - CP7 HT/KD ISPM 15
1034 - CP8 HT/KD ISPM 15 Import
1147 - Fuchs Oils (238354) 1200 x 800 HT ISPM 15 (19 hoog)
1180 - Kosten 1200 x 1000 HT ISPM 15 (17 hoog STEMPEL LANGE KANT) TYPE 6
1412 - LABO 1200 x 1000 HT/KD (GENEST 2x15 HOOG)
1315 - NUTRI PACK 1200 x 1000 HT ISPM 15 (22 hoog) (HOUTENKLOS 17 mm)
879 - OP9 1140 x 1140 HT/KD (18 hoog gestrapt)
448 - ROWIN PLASTICS 1140 x1140 HT ISPM 15 31 hoog genest
1332 - SOUFFLET 1200 x 1000 (20 hoog)
