name
303 - CP6 HT/KD ISPM 15 (18 Hoog)
13 - CP7 HOUTEN KLOS HT ISPM 15
283 - DUVEL 1200 x 900 KD/HT ISPM15 21 HOOG (L72EXP)
384 - CP9 HT/KD ISPM 15
18 - CP9 SPAANKLOS HT ISPM 15 18 hoog
519 - NYNAS 1140 x 1140 HT ISPM 15 23 HOOG
1236 - CP9 SPAANKLOS HT/KD ISPM 15 18 hoog (NAALD)
683 - Rosier 1100 x 1100 HT/KD ISPM 15 (21 hoog) DROOG
1140 - CITRIQUE POWDER 1200 x 1000 HT/KD ISPM 15 (20 hoog Gestrapt)
1307 - JBF Global 1100 x 1100 HT/KD ISPM 15 (22 HOOG)
1107 - IVC 1200 x 800 HT ISPM 15 (21 hoog Winddroog) + strappen
1361 - INEOS 1100 x 1100 HT (Houten klos 20 hoog)
1126 - NUTRILAC 1200 x 1100 (21 hoog)
346 - EURO PALLET KD/HT ISPM15 I
741 - DUVEL 1200 x 1000 KD/HT ISPM 15 21 HOOG (L82)
686 - KATOEN NATIE 1200 x 1000 HT/KD VERZWAARD 21 hoog (stempel K)
1120 - BARRY CALLEBAUT (0898) 1120 x 930 ISPM 15 KD/HT 14 HOOG GESTRAPT (AFGESCHUINDE HOEKEN)
906 - JBF 1000 x 1000 HT/KD ISPM 15 (GESTRAPT + GENEST) 49 PALLETS
14 - CP7 SPAANKLOS HT ISPM 15
23 - EASTMAN ZAKKEN SPAANKLOS KD/HT ISPM 15 (19 hoog)
1318 - CP3 HT/KD ISPM 15 spaan klos 20 hoog (DOW)
1062 - BARRY CALLEBAUT (9500) 1200 x 1000 ISPM15 KD/HT 19 hoog (AFGESCHUINDE HOEKEN 22mm)
1170 - SADACI 900 x 900 HT ISPM 15 (22 hoog)
959 - DEINZE 1200 x 1000 HT/KD ISPM 15 14 hoog (DD)
919 - SOLAE 1200 x 1000 HT/KD ISPM 15 17 Hoog (RODE HOEKEN)
724 - UMICORE 1000 x 1000 HT/KD ISPM 15 20 Hoog (hoeken eraf)
12 - CP6 SPAANKLOS HT ISPM 15 (21 Hoog)
1376 - SGD PHARMA 1200 x 1000 KD HT (19 hoog)
1372 - COMPO 1100 x 1100 HT 20 HOOG
1173 - CARGILL 1200 x 1000 HT/KD (UPPA0020-002 TRINEO 18 hoog)
6 - CP3 SPAANKLOS HT ISPM 15 (20 hoog)
1171 - DUVEL 1200 x 800 KD/HT ISPM15 21 HOOG
860 - BARRY CALLEBAUT 600 x 800 HT/KD (14 HOOG GESTRAPT)
917 - BARRY CALLEBAUT 1200 x 800 EKA ISPM 15 HT/KD (ONGENEST) FRANKRIJK (20 Hoog)
1226 - POLYCHIM 1000 x 1000 HT ISPM 15 (23 hoog)
892 - ICL 1140 x 890 HT/KD (gestrapt /EKA 20 hoog)
317 - ROSIER BE DD 1200 x 1000 HT 22 HOOG versterkt
1396 - BARRY CALLEBAUT (9500) 1200 x 1000 ISPM15 KD/HT 14 hoog GESTRAPT (AFGESCHUINDE HOEKEN 22mm)
1356 - CALDERYS 1200 x 1000 HT (21 Hoog)
870 - PEMA PALLETS 1200 x 1000 KD/HT Type 81A - 05 omloop (18 hoog)
1355 - SOUFFLET 1200 x 1000 HT (20 HOOG)
1397 - IMERYS DK 1200 x 1000 HT ISPM 15 (20 hoog)
1216 - URSA 1200 x 1170 (24 hoog, Groene markering)
326 - DICALITE 1500 x 1000 HT ISPM15 22 HOOG
1369 - ARTECO 1200 x 1200 ZWAAR HT ISPM15 (010) 20 HOOG
1298 - SIDAPLAX 1200 x 1000 HT/KD ISPM15 (19 hoog)
482 - CP3 HT/KD ISPM 15 houten klos (20 hoog)
17 - CP9 HOUTEN KLOS HT ISPM 15
1319 - CP9 HOUTEN KLOS HT/KD ISPM 15 18 hoog (NAALD)
1301 - RF-TECHNO 1200 x 800 23 HOOG
1 - CP1 HOUTEN KLOS HT ISPM 15 (20 Hoog)
505 - VDPUTTE 1200 x 1000 HT/KD ISPM 15 22 HOOG
949 - ARTECO 1200 x 600 18 HT HOOG MAXIMAAL
1368 - VERSTRAETE 1200 x 800 HT/KD ISPM 15 (22 hoog)
1354 - Ward Eelen 1250 x 650 HT (26 hoog)
1117 - PEMA 1140 x 1000 KD/HT Type IJsland 1000 (21 hoog)
966 - CP2 SPAANKLOS HT ISPM 15 (20 hoog)
632 - SARLINK HT ISPM 15 SPAANKLOS 15 HOOG
1289 - SICAL 1200 x 900 (21 hoog)
458 - DICALITE 1200x1000 HT ISPM 15 22 HOOG
1410 - HZPC 1200 x 1000 HT ISPM 15 (houten klos 27 hoog genest)
1389 - E2SE CALAIS 1200 x 800 HT/KD ISPM 15 (17 hoog)
961 - ARTECO 1200 X 1000 21 hoog
